artist,song,e_label,v_label
Mark Ronson,Uptown Funk (feat. Bruno Mars),1.0,2.0
Ed Sheeran,Thinking out Loud,1.0,1.0
Wiz Khalifa,See You Again (feat. Charlie Puth),1.0,0.0
Justin Bieber,What Do You Mean?,1.0,2.0
Major Lazer,Lean On (feat. MØ & DJ Snake),2.0,0.0
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",1.0,1.0
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",1.0,0.0
Calvin Harris,Outside (feat. Ellie Goulding),2.0,1.0
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",2.0,1.0
Demi Lovato,Cool for the Summer,1.0,0.0
Taylor Swift,Blank Space,2.0,1.0
The Weeknd,The Hills,1.0,0.0
The Neighbourhood,Daddy Issues,1.0,1.0
Deorro,Five More Hours,2.0,1.0
Avicii,The Nights,2.0,1.0
DJ Snake,You Know You Like It,2.0,0.0
Adam Lambert,Ghost Town,2.0,0.0
Rae Sremmurd,No Type,1.0,0.0
Taylor Swift,Bad Blood,1.0,0.0
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),2.0,2.0
Robin Schulz,Sugar (feat. Francesco Yates),2.0,1.0
Calvin Harris,How Deep Is Your Love,2.0,1.0
Philip George,Wish You Were Mine - Radio Edit,2.0,1.0
Trey Songz,Na Na,1.0,0.0
Fall Out Boy,Centuries,2.0,1.0
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),1.0,0.0
Lost Frequencies,Are You With Me - Radio Edit,1.0,1.0
Twenty One Pilots,Stressed Out,1.0,1.0
Fifth Harmony,Worth It (feat. Kid Ink),2.0,1.0
KALEO,Way down We Go,1.0,0.0
Sam Smith,Like I Can,1.0,1.0
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,2.0,2.0
Martin Solveig,Intoxicated - New Radio Mix,2.0,1.0
Avicii,Waiting For Love,2.0,1.0
Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),1.0,1.0
Taylor Swift,Wildest Dreams,1.0,1.0
The Weeknd,In The Night,2.0,1.0
Pitbull,Time of Our Lives,2.0,2.0
Galantis,Runaway (U & I),2.0,1.0
Rihanna,Bitch Better Have My Money,2.0,1.0
Zara Larsson,Lush Life,2.0,2.0
One Direction,Drag Me Down,2.0,1.0
Travis Scott,Antidote,1.0,0.0
Years & Years,King,2.0,1.0
Demi Lovato,Confident,2.0,1.0
Lemaitre,Closer,2.0,1.0
Selena Gomez,Same Old Love,1.0,1.0
Pia Mia,Do It Again,1.0,1.0
Flo Rida,My House,2.0,2.0
Silentó,Watch Me (Whip / Nae Nae),2.0,2.0
Chris Brown,Ayo,1.0,2.0
The Strumbellas,Spirits,1.0,2.0
Fetty Wap,Trap Queen,2.0,2.0
Tove Lo,Talking Body,2.0,0.0
Beyoncé,7/11,2.0,1.0
Lana Del Rey,High By The Beach,1.0,0.0
Zara Larsson,Never Forget You,2.0,0.0
Jeremih,oui,2.0,1.0
Drake,Hotline Bling,1.0,1.0
Selena Gomez,Kill Em With Kindness,2.0,1.0
Birdy,Let It All Go,1.0,0.0
Fetty Wap,679 (feat. Remy Boyz),2.0,1.0
Ariana Grande,Love Me Harder,2.0,0.0
The Weeknd,Can't Feel My Face,2.0,1.0
SAYGRACE,You Don't Own Me (feat. G-Eazy),1.0,0.0
X Ambassadors,Renegades,2.0,1.0
R. City,Locked Away (feat. Adam Levine),2.0,1.0
Kygo,Stole the Show,1.0,1.0
Tame Impala,The Less I Know The Better,2.0,2.0
Selena Gomez,Good For You,2.0,0.0
Fetty Wap,My Way (feat. Monty),2.0,1.0
Hozier,Take Me To Church,1.0,1.0
Taylor Swift,Style,2.0,1.0
Alessia Cara,Here,2.0,1.0
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",0.0,0.0
David Guetta,Bang My Head (feat. Sia & Fetty Wap),2.0,1.0
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),1.0,0.0
Big Sean,I Don't Fuck With You,2.0,1.0
Kygo,Firestone,1.0,1.0
Drake,Jumpman,1.0,1.0
Petit Biscuit,Sunset Lover,1.0,0.0
Shawn Mendes,Stitches,2.0,2.0
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",2.0,2.0
Selena Gomez,The Heart Wants What It Wants,2.0,1.0
Jack Ü,Where Are Ü Now (with Justin Bieber),2.0,0.0
Ellie Goulding,On My Mind,2.0,2.0
Bryson Tiller,Don't,1.0,0.0
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",1.0,2.0
Joel Adams,Please Don't Go,2.0,0.0
Zedd,I Want You To Know,2.0,1.0
Jonas Blue,Fast Car,1.0,1.0
BØRNS,Electric Love,2.0,1.0
Sigala,Easy Love,2.0,1.0
Justin Bieber,Sorry,2.0,1.0
Ariana Grande,One Last Time,1.0,0.0
Little Mix,Black Magic,2.0,2.0
One Direction,Perfect,2.0,1.0
Years & Years,Shine,2.0,1.0
Meghan Trainor,Lips Are Movin,2.0,2.0
Nicky Jam,El Perdón - Forgiveness,2.0,1.0
The Weeknd,Starboy,1.0,1.0
Drake,One Dance,1.0,1.0
Justin Bieber,Love Yourself,1.0,1.0
The Chainsmokers,Closer,1.0,1.0
Adele,Hello,1.0,0.0
Desiigner,Panda,2.0,0.0
Burak Yeter,Tuesday (feat. Danelle Sandoval),1.0,2.0
Sia,Cheap Thrills (feat. Sean Paul),2.0,2.0
OneRepublic,Wherever I Go,2.0,1.0
Rihanna,Work,1.0,1.0
Coldplay,Hymn for the Weekend,2.0,1.0
Justin Bieber,Sorry,2.0,1.0
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",2.0,2.0
WILLOW,Wait a Minute!,2.0,2.0
Desiigner,Tiimmy Turner,2.0,0.0
G-Eazy,"Me, Myself & I",2.0,1.0
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),2.0,1.0
Astrid S,Hurts So Good,1.0,1.0
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",2.0,2.0
Twenty One Pilots,Heathens,1.0,1.0
Future,Low Life (feat. The Weeknd),0.0,0.0
Galantis,No Money,2.0,2.0
The Chainsmokers,Don't Let Me Down,2.0,1.0
Tinie Tempah,Girls Like (feat. Zara Larsson),2.0,1.0
Alok,Hear Me Now,1.0,1.0
Jon Bellion,All Time Low,1.0,1.0
Cheat Codes,Sex,2.0,0.0
Meghan Trainor,NO,2.0,1.0
Dua Lipa,Hotter Than Hell,2.0,1.0
Martin Garrix,In the Name of Love,1.0,0.0
Alan Walker,Faded,1.0,0.0
Tove Lo,Cool Girl,2.0,0.0
DJ Snake,Let Me Love You,2.0,0.0
Calvin Harris,This Is What You Came For (feat. Rihanna),2.0,1.0
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,2.0,2.0
Kevin Gates,2 Phones,2.0,1.0
Rihanna,Needed Me,0.0,0.0
Ariana Grande,Side To Side,2.0,1.0
Marshmello,Alone,2.0,1.0
Shawn Mendes,I Know What You Did Last Summer,2.0,2.0
Selena Gomez,Same Old Love,1.0,1.0
Calvin Harris,My Way,2.0,1.0
Fitz and The Tantrums,HandClap,2.0,2.0
Twenty One Pilots,Ride,2.0,1.0
Flo Rida,My House,2.0,2.0
Ariana Grande,Dangerous Woman,1.0,0.0
Anne-Marie,Alarm,1.0,2.0
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),1.0,1.0
AlunaGeorge,I'm In Control,2.0,2.0
Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),2.0,2.0
MNEK,Never Forget You,2.0,0.0
Mike Perry,The Ocean (feat. Shy Martin),1.0,0.0
Drake,Hotline Bling,1.0,1.0
Ariana Grande,Into You,2.0,1.0
Shawn Mendes,Treat You Better,2.0,2.0
Tory Lanez,Say It,1.0,0.0
Coldplay,Adventure of a Lifetime,2.0,1.0
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,2.0,1.0
SAYGRACE,You Don't Own Me (feat. G-Eazy),1.0,0.0
X Ambassadors,Renegades,2.0,1.0
DNCE,Cake By The Ocean,2.0,2.0
99 Souls,The Girl Is Mine,2.0,2.0
Illy,Papercuts (feat. Vera Blue),1.0,1.0
Kiiara,Gold,1.0,1.0
Kygo,Stole the Show,1.0,1.0
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),1.0,1.0
Drake,Pop Style,1.0,0.0
ZAYN,PILLOWTALK,2.0,1.0
Alessia Cara,Here,2.0,0.0
DJ Snake,Middle,2.0,0.0
Sigala,Sweet Lovin' - Radio Edit,2.0,2.0
Drake,Jumpman,1.0,1.0
Charlie Puth,Dangerously,1.0,0.0
Nick Jonas,Close,1.0,1.0
Jonas Blue,Perfect Strangers,2.0,2.0
Major Lazer,Cold Water (feat. Justin Bieber & MØ),2.0,1.0
The Chainsmokers,Roses,2.0,1.0
Tory Lanez,LUV,1.0,0.0
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",2.0,1.0
Bryson Tiller,Don't,1.0,0.0
Steve Aoki,Just Hold On,2.0,1.0
Clean Bandit,Tears (feat. Louisa Johnson),2.0,0.0
Jonas Blue,Fast Car,1.0,1.0
Flume,Never Be Like You,1.0,0.0
Bastille,Good Grief,2.0,2.0
Sia,The Greatest (feat. Kendrick Lamar),2.0,2.0
PARTYNEXTDOOR,Not Nice,1.0,2.0
Garrett Nash,"i hate u, i love u (feat. olivia o'brien)",0.0,0.0
Hilltop Hoods,1955,1.0,2.0
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),2.0,2.0
Daya,"Sit Still, Look Pretty",2.0,1.0
Kent Jones,Don't Mind,2.0,2.0
Flume,Say It,1.0,0.0
Bryson Tiller,Exchange,1.0,0.0
MØ,Final Song,2.0,0.0
Beyoncé,Sorry,1.0,1.0
Little Mix,Shout Out to My Ex,2.0,2.0
The Lumineers,Ophelia,1.0,1.0
Frank Ocean,Pink + White,1.0,1.0
Drake,Too Good,1.0,1.0
Ed Sheeran,Shape of You,1.0,2.0
Sean Paul,No Lie,2.0,1.0
Luis Fonsi,Despacito (Featuring Daddy Yankee),2.0,2.0
Sam Smith,Too Good At Goodbyes,1.0,1.0
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),2.0,2.0
Camila Cabello,Havana (feat. Young Thug),1.0,1.0
Imagine Dragons,Thunder,2.0,0.0
Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),1.0,1.0
The Chainsmokers,Something Just Like This,1.0,1.0
Ed Sheeran,Perfect,1.0,0.0
MGMT,Little Dark Age,2.0,1.0
Travis Scott,goosebumps,2.0,1.0
Billie Eilish,Bored,0.0,0.0
Future,Mask Off,1.0,0.0
G-Eazy,Him & I,2.0,0.0
Maroon 5,Cold (feat. Future),2.0,1.0
Rae Sremmurd,Swang,0.0,0.0
Lil Peep,Save That Shit,1.0,0.0
A$AP Ferg,Plain Jane,2.0,1.0
French Montana,Unforgettable,2.0,2.0
21 Savage,Bank Account,1.0,1.0
Axwell /\ Ingrosso,More Than You Know,2.0,1.0
ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,1.0,0.0
J Balvin,Mi Gente,2.0,0.0
Jax Jones,You Don't Know Me - Radio Edit,2.0,2.0
Rae Sremmurd,Black Beatles,1.0,1.0
Zara Larsson,Ain't My Fault,2.0,1.0
Travis Scott,BUTTERFLY EFFECT,1.0,0.0
Ayo & Teo,Rolex,2.0,2.0
Lil Uzi Vert,XO Tour Llif3,2.0,1.0
Imagine Dragons,Whatever It Takes,1.0,1.0
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),1.0,0.0
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),2.0,2.0
G-Eazy,No Limit,2.0,1.0
Playboi Carti,Magnolia,1.0,1.0
Chord Overstreet,Hold On,1.0,0.0
Jax Jones,Breathe,2.0,2.0
Imagine Dragons,Believer,2.0,2.0
Natti Natasha,Criminal,2.0,2.0
Kendrick Lamar,HUMBLE.,1.0,1.0
Selena Gomez,Fetish (feat. Gucci Mane),1.0,0.0
Charlie Puth,Attention,1.0,2.0
Big Shaq,Man's Not Hot,2.0,1.0
Anne-Marie,Ciao Adios,2.0,1.0
Rag'n'Bone Man,Human,2.0,1.0
blackbear,do re mi,1.0,0.0
Lil Pump,Gucci Gang,1.0,2.0
Taylor Swift,Look What You Made Me Do,2.0,1.0
Enrique Iglesias,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),2.0,1.0
Kodak Black,Tunnel Vision,1.0,0.0
Kendrick Lamar,DNA.,1.0,1.0
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),2.0,2.0
XXXTENTACION,Jocelyn Flores,1.0,1.0
Migos,Bad and Boujee (feat. Lil Uzi Vert),1.0,0.0
Yo Gotti,Rake It Up (feat. Nicki Minaj),1.0,1.0
Martin Garrix,Scared to Be Lonely,1.0,0.0
Jonas Blue,Mama,2.0,1.0
Martin Jensen,Solo Dance,2.0,1.0
Taylor Swift,...Ready For It?,2.0,1.0
David Guetta,2U (feat. Justin Bieber),1.0,1.0
Migos,Slippery (feat. Gucci Mane),2.0,2.0
Shawn Mendes,There's Nothing Holdin' Me Back,2.0,2.0
G-Eazy,Good Life (with G-Eazy & Kehlani),2.0,1.0
The Vamps,All Night,2.0,1.0
Dua Lipa,New Rules,2.0,1.0
Cardi B,Bodak Yellow,2.0,1.0
Rag'n'Bone Man,Skin,2.0,1.0
Zara Larsson,I Would Like,2.0,0.0
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),2.0,1.0
Post Malone,Congratulations,2.0,1.0
Avicii,Without You (feat. Sandro Cavazza),2.0,0.0
Clean Bandit,Symphony (feat. Zara Larsson),1.0,1.0
Katy Perry,Chained To The Rhythm,2.0,1.0
Zay Hilfigerrr,Juju on That Beat (TZ Anthem),2.0,2.0
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",2.0,2.0
Migos,T-Shirt,2.0,1.0
OneRepublic,Rich Love (with Seeb),2.0,1.0
Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,2.0,2.0
Macklemore,Glorious (feat. Skylar Grey),2.0,1.0
Hayden James,NUMB,1.0,1.0
Liam Payne,Strip That Down,1.0,1.0
Drake,Passionfruit,1.0,1.0
Justin Bieber,Friends (with BloodPop®),2.0,1.0
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",1.0,0.0
Alessia Cara,Scars To Your Beautiful,2.0,1.0
2 Chainz,It's A Vibe,1.0,1.0
Starley,Call on Me - Ryan Riback Remix,2.0,2.0
AJR,Weak,1.0,2.0
Lana Del Rey,Lust for Life (with The Weeknd),2.0,0.0
CNCO,Reggaetón Lento (Remix),2.0,1.0
The Vamps,Middle Of The Night,2.0,1.0
The Weeknd,I Feel It Coming,2.0,1.0
The Chainsmokers,Paris,1.0,0.0
Big Sean,Bounce Back,1.0,0.0
Shawn Mendes,Mercy,2.0,1.0
Avicii,Lonely Together (feat. Rita Ora),1.0,0.0
Cheat Codes,No Promises (feat. Demi Lovato),2.0,1.0
Bruno Mars,24K Magic,2.0,1.0
Lorde,Homemade Dynamite - REMIX,1.0,0.0
Kygo,It Ain't Me (with Selena Gomez),1.0,1.0
Drake,God's Plan,1.0,1.0
Post Malone,rockstar (feat. 21 Savage),1.0,0.0
Offset,Ric Flair Drip (with Metro Boomin),1.0,0.0
G-Eazy,Him & I (with Halsey),2.0,0.0
Dynoro,In My Mind,2.0,0.0
Juice WRLD,Lucid Dreams,1.0,0.0
Zedd,The Middle,1.0,1.0
Marshmello,FRIENDS,2.0,1.0
Cardi B,I Like It,2.0,1.0
XXXTENTACION,Moonlight,1.0,2.0
Ariana Grande,no tears left to cry,2.0,1.0
Sheck Wes,Mo Bamba,1.0,0.0
Calvin Harris,One Kiss (with Dua Lipa),2.0,1.0
Tyga,Taste (feat. Offset),1.0,1.0
Travis Scott,SICKO MODE,2.0,1.0
Imagine Dragons,Natural,1.0,0.0
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2.0,1.0
Marshmello,Spotlight,2.0,1.0
The Weeknd,Pray For Me (with Kendrick Lamar),2.0,0.0
Billie Eilish,lovely (with Khalid),0.0,0.0
Migos,Walk It Talk It,1.0,1.0
Clean Bandit,Solo (feat. Demi Lovato),1.0,1.0
Drake,Nonstop,1.0,1.0
6ix9ine,FEFE,1.0,1.0
The Weeknd,Call Out My Name,1.0,0.0
Nio Garcia,Te Boté - Remix,2.0,1.0
Migos,MotorSport,1.0,0.0
Nicky Jam,X,2.0,2.0
XXXTENTACION,SAD!,1.0,1.0
Becky G,Sin Pijama,2.0,2.0
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",2.0,0.0
6ix9ine,GUMMO,2.0,1.0
Jax Jones,Breathe,2.0,2.0
The Chainsmokers,Sick Boy,1.0,1.0
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",2.0,1.0
Rich The Kid,Plug Walk,1.0,0.0
Kendrick Lamar,All The Stars (with SZA),1.0,1.0
Logic,Everyday,2.0,1.0
Jason Derulo,Tip Toe (feat. French Montana),2.0,1.0
Ariana Grande,God is a woman,1.0,0.0
Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,2.0,1.0
EO,German,1.0,2.0
Dennis Lloyd,Nevermind,2.0,0.0
girl in red,we fell in love in october,1.0,0.0
Selena Gomez,Wolves,2.0,0.0
Tiësto,Jackie Chan,2.0,2.0
Tom Walker,Leave a Light On,1.0,0.0
Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",2.0,2.0
Marshmello,Silence,2.0,0.0
5 Seconds of Summer,Youngblood,2.0,0.0
Loud Luxury,Body (feat. brando),2.0,1.0
Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),2.0,0.0
NF,Let You Down,2.0,1.0
XXXTENTACION,changes,0.0,1.0
Maluma,Corazón (feat. Nego do Borel),2.0,2.0
Cardi B,Bodak Yellow,2.0,1.0
Lil Baby,Yes Indeed,1.0,1.0
Jonas Blue,Rise,2.0,1.0
David Guetta,Flames,1.0,1.0
Ozuna,Vaina Loca,2.0,1.0
Charlie Puth,How Long,1.0,2.0
Post Malone,Better Now,1.0,1.0
BlocBoy JB,Look Alive (feat. Drake),1.0,1.0
Eminem,River (feat. Ed Sheeran),2.0,1.0
Marshmello,Happier,2.0,2.0
Dean Lewis,Be Alright,1.0,1.0
Charlie Puth,Done for Me (feat. Kehlani),1.0,2.0
Migos,Stir Fry,2.0,1.0
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",1.0,0.0
Drake,In My Feelings,1.0,1.0
B Young,Jumanji,1.0,1.0
Charlie Puth,The Way I Am,2.0,1.0
Reik,Me Niego (feat. Ozuna & Wisin),2.0,2.0
benny blanco,Eastside (with Halsey & Khalid),2.0,0.0
Luis Fonsi,Échame La Culpa,2.0,2.0
MK,17,2.0,2.0
Rita Ora,Anywhere,2.0,0.0
Banx & Ranx,Answerphone (feat. Yxng Bane),2.0,1.0
Ella Mai,Trip,1.0,1.0
Daddy Yankee,Dura,2.0,2.0
DJ Khaled,No Brainer,2.0,1.0
Anne-Marie,2002,2.0,1.0
Bruno Mars,Finesse - Remix; feat. Cardi B,2.0,2.0
FINNEAS,Let's Fall in Love for the Night,1.0,1.0
Hugh Jackman,The Greatest Show,2.0,1.0
Halsey,Bad At Love,2.0,1.0
Drake,I'm Upset,1.0,1.0
Camila Cabello,Never Be the Same,2.0,0.0
M.O,Bad Vibe,2.0,2.0
Dua Lipa,IDGAF,1.0,1.0
Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),1.0,1.0
Bazzi,Mine,2.0,2.0
Lil Dicky,Freaky Friday (feat. Chris Brown),1.0,2.0
Lauv,I Like Me Better,1.0,1.0
The Chainsmokers,This Feeling,1.0,1.0
Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,1.0,1.0
Khalid,Love Lies (with Normani),1.0,1.0
Drake,Nice For What,2.0,2.0
Kendrick Lamar,LOVE. FEAT. ZACARI.,1.0,2.0
Post Malone,Psycho (feat. Ty Dolla $ign),1.0,1.0
Lil Nas X,Old Town Road - Remix,1.0,1.0
Billie Eilish,bad guy,1.0,1.0
Shawn Mendes,Señorita,1.0,2.0
Ariana Grande,7 rings,0.0,0.0
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,1.0,2.0
Gesaffelstein,Lost in the Fire (feat. The Weeknd),2.0,0.0
Halsey,Without Me,1.0,1.0
Regard,Ride It,2.0,2.0
Lady Gaga,Shallow,1.0,0.0
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),2.0,0.0
Lewis Capaldi,Someone You Loved,1.0,1.0
Jax Jones,All Day And Night,2.0,1.0
Mustard,Pure Water (with Migos),1.0,0.0
NLE Choppa,Shotta Flow (feat. Blueface) [Remix],1.0,1.0
Kodak Black,ZEZE (feat. Travis Scott & Offset),1.0,1.0
Daddy Yankee,Con Calma,2.0,1.0
Alec Benjamin,Let Me Down Slowly,1.0,1.0
BLACKPINK,Kill This Love,2.0,1.0
Offset,Clout (feat. Cardi B),1.0,1.0
MEDUZA,Piece Of Your Heart,2.0,1.0
Ed Sheeran,Antisocial (with Travis Scott),2.0,2.0
Travis Scott,SICKO MODE,2.0,1.0
Mabel,Mad Love,2.0,1.0
Lana Del Rey,Doin' Time,1.0,1.0
DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",2.0,1.0
A Boogie Wit da Hoodie,Look Back at It,1.0,1.0
Saweetie,My Type,2.0,1.0
Lil Tecca,Ransom,1.0,0.0
Russ Millions,Keisha & Becky - Remix,1.0,1.0
Billie Eilish,lovely (with Khalid),0.0,0.0
Mabel,Don't Call Me Up,2.0,0.0
Lil Nas X,Old Town Road,1.0,1.0
Meek Mill,Going Bad (feat. Drake),1.0,1.0
Post Malone,Wow.,1.0,1.0
Doja Cat,Juicy,1.0,1.0
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),1.0,1.0
iann dior,emotions,1.0,0.0
Paulo Londra,Adan y Eva,2.0,2.0
Drake,Money In The Grave (Drake ft. Rick Ross),1.0,0.0
Lil Nas X,Panini,1.0,1.0
Bad Bunny,MIA (feat. Drake),1.0,0.0
Polo G,Pop Out (feat. Lil Tjay),1.0,0.0
Juice WRLD,Robbery,2.0,1.0
21 Savage,a lot,1.0,0.0
Young Thug,The London (feat. J. Cole & Travis Scott),1.0,0.0
Anuel AA,China,2.0,1.0
Camila Cabello,Liar,1.0,1.0
Flipp Dinero,Leave Me Alone,2.0,2.0
Cardi B,Money,1.0,0.0
Ariana Grande,"break up with your girlfriend, i'm bored",1.0,1.0
Dave,Location (feat. Burna Boy),1.0,1.0
Ava Max,Sweet but Psycho,2.0,1.0
Dua Lipa,Don't Start Now,2.0,2.0
Young T & Bugsey,Strike a Pose (feat. Aitch),1.0,1.0
Calvin Harris,Giant (with Rag'n'Bone Man),2.0,1.0
Ed Sheeran,Take Me Back to London (feat. Stormzy),2.0,1.0
Cardi B,Please Me,1.0,1.0
Stormzy,Vossi Bop,1.0,1.0
Tones And I,Dance Monkey,1.0,1.0
Ariana Grande,boyfriend (with Social House),2.0,2.0
Bad Bunny,Callaita,1.0,0.0
Ava Max,So Am I,1.0,1.0
Pedro Capó,Calma - Remix,2.0,2.0
J. Cole,MIDDLE CHILD,1.0,1.0
Lunay,Soltera - Remix,2.0,2.0
Khalid,Better,1.0,0.0
Blueface,Thotiana,1.0,1.0
DaBaby,Suge,1.0,2.0
AJ Tracey,Ladbroke Grove,2.0,2.0
Billie Eilish,bury a friend,1.0,0.0
BTS,Boy With Luv (feat. Halsey),2.0,2.0
Wiley,Boasty (feat. Idris Elba),2.0,1.0
Jonas Brothers,Only Human,1.0,2.0
5 Seconds of Summer,Easier,1.0,1.0
Avicii,SOS (feat. Aloe Blacc),1.0,1.0
"Tyler, The Creator",EARFQUAKE,1.0,1.0
Ashley O,On A Roll,2.0,1.0
Dominic Fike,3 Nights,1.0,2.0
Sigala,Wish You Well,2.0,1.0
Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),2.0,1.0
Anuel AA,Secreto,2.0,2.0
Sam Feldt,Post Malone (feat. RANI),1.0,1.0
Kehlani,Nights Like This (feat. Ty Dolla $ign),2.0,0.0
Sech,Otro Trago,2.0,1.0
Post Malone,Better Now,1.0,1.0
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),2.0,1.0
Lauv,i'm so tired...,2.0,1.0
iann dior,gone girl,2.0,1.0
Panic! At The Disco,High Hopes,2.0,2.0
Marshmello,One Thing Right,1.0,1.0
Sam Smith,How Do You Sleep?,2.0,1.0
NSG,Options,1.0,2.0
Normani,Motivation,2.0,2.0
Joel Corry,Sorry,2.0,2.0
Post Malone,Goodbyes (Feat. Young Thug),1.0,0.0
Jonas Brothers,Sucker,2.0,2.0
Taylor Swift,Cruel Summer,2.0,1.0
Blanco Brown,The Git Up,2.0,2.0
Sam Smith,Dancing With A Stranger (with Normani),1.0,1.0
Post Malone,Circles,2.0,1.0
